state,year,drug_cat,probation_sentence_count,supervised_release_sentence_count,total_sentence_count_by_drug_cat,probation_sentence_rate,supervised_release_sentence_rate,total_sentences_by_state_year
North Mariana Islands,2023,Marijuana Trafficking,0,0,0,0,0,3
North Mariana Islands,2024,Marijuana Possession,0,0,0,0,0,4
North Mariana Islands,2024,Marijuana Trafficking,0,0,0,0,0,4
Ohio,2014,Marijuana Possession,4,0,6,0.666666666666667,0,1417
Ohio,2014,Marijuana Trafficking,8,55,61,0.131147540983607,0.901639344262295,1417
Ohio,2015,Marijuana Possession,2,0,2,1,0,1270
Ohio,2015,Marijuana Trafficking,5,14,18,0.277777777777778,0.777777777777778,1270
Ohio,2016,Marijuana Possession,0,0,1,0,0,842
Ohio,2016,Marijuana Trafficking,9,6,15,0.6,0.4,842
Ohio,2017,Marijuana Possession,0,0,1,0,0,809
Ohio,2017,Marijuana Trafficking,1,10,11,0.0909090909090909,0.909090909090909,809
Ohio,2018,Marijuana Possession,1,0,1,1,0,979
Ohio,2018,Marijuana Trafficking,1,7,8,0.125,0.875,979
Ohio,2019,Marijuana Possession,2,0,2,1,0,1152
Ohio,2019,Marijuana Trafficking,3,10,13,0.230769230769231,0.769230769230769,1152
Ohio,2020,Marijuana Possession,0,1,2,0,0.5,1064
Ohio,2020,Marijuana Trafficking,3,5,8,0.375,0.625,1064
Ohio,2021,Marijuana Possession,0,0,0,0,0,1087
Ohio,2021,Marijuana Trafficking,3,7,10,0.3,0.7,1087
Ohio,2022,Marijuana Possession,0,1,1,0,1,1477
Ohio,2022,Marijuana Trafficking,3,14,17,0.176470588235294,0.823529411764706,1477
Ohio,2023,Marijuana Possession,0,0,0,0,0,1204
Ohio,2023,Marijuana Trafficking,1,5,6,0.166666666666667,0.833333333333333,1204
Ohio,2024,Marijuana Possession,0,0,0,0,0,1161
Ohio,2024,Marijuana Trafficking,1,5,6,0.166666666666667,0.833333333333333,1161
Oklahoma,2014,Marijuana Possession,5,0,7,0.714285714285714,0,714
Oklahoma,2014,Marijuana Trafficking,3,7,10,0.3,0.7,714
Oklahoma,2015,Marijuana Possession,5,0,6,0.833333333333333,0,622
Oklahoma,2015,Marijuana Trafficking,7,9,18,0.388888888888889,0.5,622
Oklahoma,2016,Marijuana Possession,3,0,6,0.5,0,466
Oklahoma,2016,Marijuana Trafficking,6,5,11,0.545454545454545,0.454545454545455,466
Oklahoma,2017,Marijuana Possession,3,0,3,1,0,391
Oklahoma,2017,Marijuana Trafficking,2,1,3,0.666666666666667,0.333333333333333,391
Oklahoma,2018,Marijuana Possession,6,0,7,0.857142857142857,0,457
Oklahoma,2018,Marijuana Trafficking,1,5,6,0.166666666666667,0.833333333333333,457
Oklahoma,2019,Marijuana Possession,1,0,3,0.333333333333333,0,509
Oklahoma,2019,Marijuana Trafficking,0,6,8,0,0.75,509
Oklahoma,2020,Marijuana Possession,0,0,0,0,0,591
Oklahoma,2020,Marijuana Trafficking,1,11,12,0.0833333333333333,0.916666666666667,591
Oklahoma,2021,Marijuana Possession,0,0,0,0,0,577
Oklahoma,2021,Marijuana Trafficking,0,1,1,0,1,577
Oklahoma,2022,Marijuana Possession,1,0,2,0.5,0,760
Oklahoma,2022,Marijuana Trafficking,3,4,7,0.428571428571429,0.571428571428571,760
Oklahoma,2023,Marijuana Possession,0,0,0,0,0,965
Oklahoma,2023,Marijuana Trafficking,0,0,0,0,0,965
Oklahoma,2024,Marijuana Possession,0,0,0,0,0,1238
Oklahoma,2024,Marijuana Trafficking,1,4,5,0.2,0.8,1238
Oregon,2014,Marijuana Possession,0,0,0,0,0,602
Oregon,2014,Marijuana Trafficking,11,24,25,0.44,0.96,602
Oregon,2015,Marijuana Possession,0,0,0,0,0,582
Oregon,2015,Marijuana Trafficking,5,13,18,0.277777777777778,0.722222222222222,582
Oregon,2016,Marijuana Possession,0,0,0,0,0,281
Oregon,2016,Marijuana Trafficking,5,3,7,0.714285714285714,0.428571428571429,281
Oregon,2017,Marijuana Possession,0,0,0,0,0,282
Oregon,2017,Marijuana Trafficking,0,2,2,0,1,282
Oregon,2018,Marijuana Possession,0,0,0,0,0,318
Oregon,2018,Marijuana Trafficking,0,2,3,0,0.666666666666667,318
Oregon,2019,Marijuana Possession,1,0,1,1,0,354
Oregon,2019,Marijuana Trafficking,0,6,6,0,1,354
Oregon,2020,Marijuana Possession,0,0,0,0,0,281
Oregon,2020,Marijuana Trafficking,2,3,5,0.4,0.6,281
Oregon,2021,Marijuana Possession,0,0,0,0,0,282
Oregon,2021,Marijuana Trafficking,4,2,6,0.666666666666667,0.333333333333333,282
Oregon,2022,Marijuana Possession,0,0,1,0,0,279
Oregon,2022,Marijuana Trafficking,1,5,6,0.166666666666667,0.833333333333333,279
Oregon,2023,Marijuana Possession,0,0,0,0,0,296
Oregon,2023,Marijuana Trafficking,0,0,0,0,0,296
Oregon,2024,Marijuana Possession,0,0,0,0,0,390
Oregon,2024,Marijuana Trafficking,0,0,0,0,0,390
Pennsylvania,2014,Marijuana Possession,2,1,3,0.666666666666667,0.333333333333333,1674
Pennsylvania,2014,Marijuana Trafficking,24,27,51,0.470588235294118,0.529411764705882,1674
Pennsylvania,2015,Marijuana Possession,1,0,1,1,0,1573
Pennsylvania,2015,Marijuana Trafficking,8,15,23,0.347826086956522,0.652173913043478,1573
Pennsylvania,2016,Marijuana Possession,0,0,0,0,0,833
Pennsylvania,2016,Marijuana Trafficking,1,9,10,0.1,0.9,833
Pennsylvania,2017,Marijuana Possession,0,0,0,0,0,980
Pennsylvania,2017,Marijuana Trafficking,2,5,7,0.285714285714286,0.714285714285714,980
Pennsylvania,2018,Marijuana Possession,0,0,0,0,0,972
Pennsylvania,2018,Marijuana Trafficking,1,7,9,0.111111111111111,0.777777777777778,972
Pennsylvania,2019,Marijuana Possession,0,0,0,0,0,1043
Pennsylvania,2019,Marijuana Trafficking,0,8,8,0,1,1043
Pennsylvania,2020,Marijuana Possession,0,0,0,0,0,826
Pennsylvania,2020,Marijuana Trafficking,0,2,2,0,1,826
Pennsylvania,2021,Marijuana Possession,0,0,0,0,0,802
Pennsylvania,2021,Marijuana Trafficking,1,0,1,1,0,802
Pennsylvania,2022,Marijuana Possession,0,0,0,0,0,1121
Pennsylvania,2022,Marijuana Trafficking,5,6,11,0.454545454545455,0.545454545454545,1121
Pennsylvania,2023,Marijuana Possession,0,0,0,0,0,1071
Pennsylvania,2023,Marijuana Trafficking,0,6,6,0,1,1071
Pennsylvania,2024,Marijuana Possession,0,0,0,0,0,1048
Pennsylvania,2024,Marijuana Trafficking,1,4,5,0.2,0.8,1048
Puerto Rico,2014,Marijuana Possession,0,0,0,0,0,1477
Puerto Rico,2014,Marijuana Trafficking,7,34,39,0.17948717948718,0.871794871794872,1477
Puerto Rico,2015,Marijuana Possession,0,0,0,0,0,1478
Puerto Rico,2015,Marijuana Trafficking,3,27,29,0.103448275862069,0.931034482758621,1478
Puerto Rico,2016,Marijuana Possession,0,0,0,0,0,521
Puerto Rico,2016,Marijuana Trafficking,1,9,10,0.1,0.9,521
Puerto Rico,2017,Marijuana Possession,0,0,0,0,0,529
Puerto Rico,2017,Marijuana Trafficking,0,14,14,0,1,529
Puerto Rico,2018,Marijuana Possession,0,0,0,0,0,389
Puerto Rico,2018,Marijuana Trafficking,0,9,9,0,1,389
Puerto Rico,2019,Marijuana Possession,0,0,0,0,0,630
Puerto Rico,2019,Marijuana Trafficking,1,25,26,0.0384615384615385,0.961538461538461,630
Puerto Rico,2020,Marijuana Possession,0,0,0,0,0,498
Puerto Rico,2020,Marijuana Trafficking,0,17,17,0,1,498
Puerto Rico,2021,Marijuana Possession,0,0,0,0,0,407
Puerto Rico,2021,Marijuana Trafficking,1,4,5,0.2,0.8,407
Puerto Rico,2022,Marijuana Possession,0,0,0,0,0,400
Puerto Rico,2022,Marijuana Trafficking,0,4,4,0,1,400
Puerto Rico,2023,Marijuana Possession,0,0,0,0,0,510
Puerto Rico,2023,Marijuana Trafficking,0,7,7,0,1,510
Puerto Rico,2024,Marijuana Possession,0,0,0,0,0,443
Puerto Rico,2024,Marijuana Trafficking,0,5,5,0,1,443
Rhode Island,2014,Marijuana Possession,0,0,0,0,0,173
Rhode Island,2014,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,173
Rhode Island,2015,Marijuana Possession,0,0,0,0,0,120
Rhode Island,2015,Marijuana Trafficking,0,2,2,0,1,120
Rhode Island,2016,Marijuana Possession,0,0,0,0,0,66
Rhode Island,2016,Marijuana Trafficking,0,0,0,0,0,66
Rhode Island,2017,Marijuana Possession,0,0,0,0,0,62
Rhode Island,2017,Marijuana Trafficking,2,2,4,0.5,0.5,62
Rhode Island,2018,Marijuana Possession,0,0,0,0,0,66
Rhode Island,2018,Marijuana Trafficking,1,0,1,1,0,66
Rhode Island,2019,Marijuana Possession,0,0,0,0,0,85
Rhode Island,2019,Marijuana Trafficking,0,0,0,0,0,85
Rhode Island,2020,Marijuana Possession,0,0,0,0,0,68
Rhode Island,2020,Marijuana Trafficking,0,1,1,0,1,68
Rhode Island,2021,Marijuana Possession,0,0,0,0,0,50
Rhode Island,2021,Marijuana Trafficking,0,0,0,0,0,50
Rhode Island,2022,Marijuana Possession,0,0,0,0,0,72
Rhode Island,2022,Marijuana Trafficking,0,0,0,0,0,72
Rhode Island,2023,Marijuana Possession,0,0,0,0,0,78
Rhode Island,2023,Marijuana Trafficking,0,1,1,0,1,78
Rhode Island,2024,Marijuana Possession,0,0,0,0,0,65
Rhode Island,2024,Marijuana Trafficking,0,0,0,0,0,65
South Carolina,2014,Marijuana Possession,0,0,0,0,0,752
South Carolina,2014,Marijuana Trafficking,1,10,11,0.0909090909090909,0.909090909090909,752
South Carolina,2015,Marijuana Possession,0,0,0,0,0,642
South Carolina,2015,Marijuana Trafficking,1,3,4,0.25,0.75,642
South Carolina,2016,Marijuana Possession,0,0,0,0,0,507
South Carolina,2016,Marijuana Trafficking,0,4,4,0,1,507
South Carolina,2017,Marijuana Possession,0,0,0,0,0,587
South Carolina,2017,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,587
South Carolina,2018,Marijuana Possession,0,0,0,0,0,806
South Carolina,2018,Marijuana Trafficking,2,7,9,0.222222222222222,0.777777777777778,806
South Carolina,2019,Marijuana Possession,0,0,0,0,0,890
South Carolina,2019,Marijuana Trafficking,1,6,8,0.125,0.75,890
South Carolina,2020,Marijuana Possession,0,0,0,0,0,497
South Carolina,2020,Marijuana Trafficking,1,6,7,0.142857142857143,0.857142857142857,497
South Carolina,2021,Marijuana Possession,0,1,1,0,1,450
South Carolina,2021,Marijuana Trafficking,0,5,5,0,1,450
South Carolina,2022,Marijuana Possession,0,0,0,0,0,467
South Carolina,2022,Marijuana Trafficking,6,8,14,0.428571428571429,0.571428571428571,467
South Carolina,2023,Marijuana Possession,0,0,0,0,0,531
South Carolina,2023,Marijuana Trafficking,8,11,19,0.421052631578947,0.578947368421053,531
South Carolina,2024,Marijuana Possession,0,0,0,0,0,470
South Carolina,2024,Marijuana Trafficking,2,8,10,0.2,0.8,470
South Dakota,2014,Marijuana Possession,0,1,1,0,1,534
South Dakota,2014,Marijuana Trafficking,8,33,41,0.195121951219512,0.804878048780488,534
South Dakota,2015,Marijuana Possession,0,0,0,0,0,436
South Dakota,2015,Marijuana Trafficking,4,6,10,0.4,0.6,436
South Dakota,2016,Marijuana Possession,0,0,0,0,0,385
South Dakota,2016,Marijuana Trafficking,0,4,4,0,1,385
South Dakota,2017,Marijuana Possession,0,1,2,0,0.5,406
South Dakota,2017,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,406
South Dakota,2018,Marijuana Possession,1,0,1,1,0,385
South Dakota,2018,Marijuana Trafficking,0,2,2,0,1,385
South Dakota,2019,Marijuana Possession,0,0,0,0,0,414
South Dakota,2019,Marijuana Trafficking,0,5,5,0,1,414
South Dakota,2020,Marijuana Possession,0,0,0,0,0,436
South Dakota,2020,Marijuana Trafficking,0,2,2,0,1,436
South Dakota,2021,Marijuana Possession,1,0,1,1,0,396
South Dakota,2021,Marijuana Trafficking,0,0,0,0,0,396
South Dakota,2022,Marijuana Possession,0,0,0,0,0,474
South Dakota,2022,Marijuana Trafficking,0,1,1,0,1,474
South Dakota,2023,Marijuana Possession,0,0,0,0,0,431
South Dakota,2023,Marijuana Trafficking,0,1,1,0,1,431
South Dakota,2024,Marijuana Possession,0,0,0,0,0,478
South Dakota,2024,Marijuana Trafficking,1,1,2,0.5,0.5,478
Tennessee,2014,Marijuana Possession,0,0,2,0,0,1599
Tennessee,2014,Marijuana Trafficking,6,47,52,0.115384615384615,0.903846153846154,1599
Tennessee,2015,Marijuana Possession,2,0,2,1,0,1429
Tennessee,2015,Marijuana Trafficking,11,40,52,0.211538461538462,0.769230769230769,1429
Tennessee,2016,Marijuana Possession,1,0,1,1,0,1210
Tennessee,2016,Marijuana Trafficking,2,27,28,0.0714285714285714,0.964285714285714,1210
Tennessee,2017,Marijuana Possession,0,0,0,0,0,1041
Tennessee,2017,Marijuana Trafficking,0,11,11,0,1,1041
Tennessee,2018,Marijuana Possession,0,0,0,0,0,1112
Tennessee,2018,Marijuana Trafficking,3,26,29,0.103448275862069,0.896551724137931,1112
Tennessee,2019,Marijuana Possession,0,0,0,0,0,1402
Tennessee,2019,Marijuana Trafficking,4,27,31,0.129032258064516,0.870967741935484,1402
Tennessee,2020,Marijuana Possession,0,0,0,0,0,1033
Tennessee,2020,Marijuana Trafficking,2,10,13,0.153846153846154,0.769230769230769,1033
Tennessee,2021,Marijuana Possession,0,0,0,0,0,1062
Tennessee,2021,Marijuana Trafficking,1,13,14,0.0714285714285714,0.928571428571429,1062
Tennessee,2022,Marijuana Possession,0,0,0,0,0,1281
Tennessee,2022,Marijuana Trafficking,0,13,14,0,0.928571428571429,1281
Tennessee,2023,Marijuana Possession,0,0,0,0,0,1191
Tennessee,2023,Marijuana Trafficking,3,10,13,0.230769230769231,0.769230769230769,1191
Tennessee,2024,Marijuana Possession,0,0,0,0,0,1051
Tennessee,2024,Marijuana Trafficking,1,12,13,0.0769230769230769,0.923076923076923,1051
Texas,2014,Marijuana Possession,52,27,90,0.577777777777778,0.3,15430
Texas,2014,Marijuana Trafficking,58,1172,1294,0.044822256568779,0.905718701700155,15430
Texas,2015,Marijuana Possession,87,24,124,0.701612903225807,0.193548387096774,15113
Texas,2015,Marijuana Trafficking,91,1115,1284,0.0708722741433022,0.868380062305296,15113
Texas,2016,Marijuana Possession,16,4,23,0.695652173913044,0.173913043478261,10838
Texas,2016,Marijuana Trafficking,28,565,601,0.0465890183028286,0.940099833610649,10838
Texas,2017,Marijuana Possession,14,3,19,0.736842105263158,0.157894736842105,11612
Texas,2017,Marijuana Trafficking,34,465,499,0.0681362725450902,0.93186372745491,11612
Texas,2018,Marijuana Possession,13,2,18,0.722222222222222,0.111111111111111,11707
Texas,2018,Marijuana Trafficking,17,404,432,0.0393518518518519,0.935185185185185,11707
Texas,2019,Marijuana Possession,6,0,10,0.6,0,14344
Texas,2019,Marijuana Trafficking,15,275,298,0.0503355704697987,0.922818791946309,14344
Texas,2020,Marijuana Possession,5,0,6,0.833333333333333,0,12554
Texas,2020,Marijuana Trafficking,13,193,211,0.0616113744075829,0.914691943127962,12554
Texas,2021,Marijuana Possession,1,0,4,0.25,0,11092
Texas,2021,Marijuana Trafficking,5,177,189,0.0264550264550265,0.936507936507937,11092
Texas,2022,Marijuana Possession,5,1,6,0.833333333333333,0.166666666666667,11112
Texas,2022,Marijuana Trafficking,7,122,133,0.0526315789473684,0.917293233082707,11112
Texas,2023,Marijuana Possession,0,0,0,0,0,11008
Texas,2023,Marijuana Trafficking,4,83,88,0.0454545454545455,0.943181818181818,11008
Texas,2024,Marijuana Possession,0,0,0,0,0,10970
Texas,2024,Marijuana Trafficking,3,55,59,0.0508474576271187,0.932203389830508,10970
Utah,2014,Marijuana Possession,4,1,11,0.363636363636364,0.0909090909090909,624
Utah,2014,Marijuana Trafficking,5,11,16,0.3125,0.6875,624
Utah,2015,Marijuana Possession,1,0,1,1,0,618
Utah,2015,Marijuana Trafficking,0,2,2,0,1,618
Utah,2016,Marijuana Possession,0,0,0,0,0,554
Utah,2016,Marijuana Trafficking,0,0,0,0,0,554
Utah,2017,Marijuana Possession,0,0,0,0,0,608
Utah,2017,Marijuana Trafficking,1,0,1,1,0,608
Utah,2018,Marijuana Possession,0,0,0,0,0,563
Utah,2018,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,563
Utah,2019,Marijuana Possession,0,0,0,0,0,573
Utah,2019,Marijuana Trafficking,0,0,0,0,0,573
Utah,2020,Marijuana Possession,0,0,0,0,0,563
Utah,2020,Marijuana Trafficking,1,1,2,0.5,0.5,563
Utah,2021,Marijuana Possession,0,0,0,0,0,549
Utah,2021,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,549
Utah,2022,Marijuana Possession,0,0,0,0,0,602
Utah,2022,Marijuana Trafficking,0,4,4,0,1,602
Utah,2023,Marijuana Possession,0,0,0,0,0,620
Utah,2023,Marijuana Trafficking,0,3,3,0,1,620
Utah,2024,Marijuana Possession,0,0,0,0,0,505
Utah,2024,Marijuana Trafficking,0,0,0,0,0,505
Vermont,2014,Marijuana Possession,0,0,0,0,0,205
Vermont,2014,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,205
Vermont,2015,Marijuana Possession,0,0,0,0,0,179
Vermont,2015,Marijuana Trafficking,2,12,13,0.153846153846154,0.923076923076923,179
Vermont,2016,Marijuana Possession,0,0,0,0,0,137
Vermont,2016,Marijuana Trafficking,1,0,1,1,0,137
Vermont,2017,Marijuana Possession,0,0,0,0,0,126
Vermont,2017,Marijuana Trafficking,0,0,0,0,0,126
Vermont,2018,Marijuana Possession,0,0,0,0,0,112
Vermont,2018,Marijuana Trafficking,0,1,1,0,1,112
Vermont,2019,Marijuana Possession,0,0,0,0,0,130
Vermont,2019,Marijuana Trafficking,0,2,2,0,1,130
Vermont,2020,Marijuana Possession,1,0,1,1,0,122
Vermont,2020,Marijuana Trafficking,1,3,4,0.25,0.75,122
Vermont,2021,Marijuana Possession,0,0,0,0,0,98
Vermont,2021,Marijuana Trafficking,0,2,2,0,1,98
Vermont,2022,Marijuana Possession,0,0,0,0,0,108
Vermont,2022,Marijuana Trafficking,0,2,2,0,1,108
Vermont,2023,Marijuana Possession,0,0,0,0,0,99
Vermont,2023,Marijuana Trafficking,0,0,0,0,0,99
Vermont,2024,Marijuana Possession,0,0,0,0,0,120
Vermont,2024,Marijuana Trafficking,0,0,0,0,0,120
Virgin Islands,2014,Marijuana Possession,2,0,3,0.666666666666667,0,62
Virgin Islands,2014,Marijuana Trafficking,0,5,5,0,1,62
Virgin Islands,2015,Marijuana Possession,0,1,1,0,1,60
Virgin Islands,2015,Marijuana Trafficking,1,3,4,0.25,0.75,60
Virgin Islands,2016,Marijuana Possession,0,0,0,0,0,33
Virgin Islands,2016,Marijuana Trafficking,3,6,9,0.333333333333333,0.666666666666667,33
Virgin Islands,2017,Marijuana Possession,0,0,0,0,0,27
Virgin Islands,2017,Marijuana Trafficking,0,3,3,0,1,27
Virgin Islands,2018,Marijuana Possession,0,0,0,0,0,25
Virgin Islands,2018,Marijuana Trafficking,0,2,2,0,1,25
Virgin Islands,2019,Marijuana Possession,0,0,0,0,0,31
Virgin Islands,2019,Marijuana Trafficking,0,1,1,0,1,31
Virgin Islands,2020,Marijuana Possession,0,0,0,0,0,13
Virgin Islands,2020,Marijuana Trafficking,0,1,1,0,1,13
Virgin Islands,2021,Marijuana Possession,0,0,0,0,0,23
Virgin Islands,2021,Marijuana Trafficking,3,2,5,0.6,0.4,23
Virgin Islands,2022,Marijuana Possession,0,0,0,0,0,20
Virgin Islands,2022,Marijuana Trafficking,2,4,6,0.333333333333333,0.666666666666667,20
Virgin Islands,2023,Marijuana Possession,0,0,0,0,0,22
Virgin Islands,2023,Marijuana Trafficking,0,0,0,0,0,22
Virgin Islands,2024,Marijuana Possession,0,0,0,0,0,26
Virgin Islands,2024,Marijuana Trafficking,2,3,5,0.4,0.6,26
Virginia,2014,Marijuana Possession,24,1,33,0.727272727272727,0.0303030303030303,2031
Virginia,2014,Marijuana Trafficking,1,18,19,0.0526315789473684,0.947368421052632,2031
Virginia,2015,Marijuana Possession,23,0,47,0.48936170212766,0,1837
Virginia,2015,Marijuana Trafficking,1,16,17,0.0588235294117647,0.941176470588235,1837
Virginia,2016,Marijuana Possession,0,1,4,0,0.25,873
Virginia,2016,Marijuana Trafficking,0,4,4,0,1,873
Virginia,2017,Marijuana Possession,0,1,1,0,1,754
Virginia,2017,Marijuana Trafficking,1,6,7,0.142857142857143,0.857142857142857,754
Virginia,2018,Marijuana Possession,1,0,1,1,0,807
Virginia,2018,Marijuana Trafficking,0,7,7,0,1,807
Virginia,2019,Marijuana Possession,0,0,0,0,0,788
Virginia,2019,Marijuana Trafficking,0,20,20,0,1,788
Virginia,2020,Marijuana Possession,0,0,1,0,0,600
Virginia,2020,Marijuana Trafficking,0,3,3,0,1,600
Virginia,2021,Marijuana Possession,0,0,0,0,0,653
Virginia,2021,Marijuana Trafficking,1,12,13,0.0769230769230769,0.923076923076923,653
Virginia,2022,Marijuana Possession,0,0,0,0,0,706
Virginia,2022,Marijuana Trafficking,2,3,5,0.4,0.6,706
Virginia,2023,Marijuana Possession,0,0,1,0,0,720
Virginia,2023,Marijuana Trafficking,0,8,8,0,1,720
Virginia,2024,Marijuana Possession,0,0,0,0,0,610
Virginia,2024,Marijuana Trafficking,3,7,10,0.3,0.7,610
Washington,2014,Marijuana Possession,2,3,7,0.285714285714286,0.428571428571429,1066
Washington,2014,Marijuana Trafficking,6,32,36,0.166666666666667,0.888888888888889,1066
Washington,2015,Marijuana Possession,0,0,3,0,0,888
Washington,2015,Marijuana Trafficking,1,23,24,0.0416666666666667,0.958333333333333,888
Washington,2016,Marijuana Possession,0,0,0,0,0,541
Washington,2016,Marijuana Trafficking,3,11,12,0.25,0.916666666666667,541
Washington,2017,Marijuana Possession,0,0,0,0,0,561
Washington,2017,Marijuana Trafficking,0,2,2,0,1,561
Washington,2018,Marijuana Possession,0,0,0,0,0,547
Washington,2018,Marijuana Trafficking,0,3,3,0,1,547
Washington,2019,Marijuana Possession,0,0,0,0,0,549
Washington,2019,Marijuana Trafficking,1,3,4,0.25,0.75,549
Washington,2020,Marijuana Possession,0,0,0,0,0,340
Washington,2020,Marijuana Trafficking,0,1,1,0,1,340
Washington,2021,Marijuana Possession,0,0,0,0,0,329
Washington,2021,Marijuana Trafficking,0,3,3,0,1,329
Washington,2022,Marijuana Possession,0,0,0,0,0,359
Washington,2022,Marijuana Trafficking,0,3,3,0,1,359
Washington,2023,Marijuana Possession,0,0,0,0,0,399
Washington,2023,Marijuana Trafficking,0,1,1,0,1,399
Washington,2024,Marijuana Possession,0,0,0,0,0,386
Washington,2024,Marijuana Trafficking,0,0,0,0,0,386
West Virginia,2014,Marijuana Possession,0,0,0,0,0,642
West Virginia,2014,Marijuana Trafficking,2,8,10,0.2,0.8,642
West Virginia,2015,Marijuana Possession,1,0,3,0.333333333333333,0,703
West Virginia,2015,Marijuana Trafficking,7,6,13,0.538461538461538,0.461538461538462,703
West Virginia,2016,Marijuana Possession,0,0,0,0,0,438
West Virginia,2016,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,438
West Virginia,2017,Marijuana Possession,0,0,0,0,0,381
West Virginia,2017,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,381
West Virginia,2018,Marijuana Possession,0,0,0,0,0,436
West Virginia,2018,Marijuana Trafficking,0,3,3,0,1,436
West Virginia,2019,Marijuana Possession,0,0,0,0,0,503
West Virginia,2019,Marijuana Trafficking,0,4,4,0,1,503
West Virginia,2020,Marijuana Possession,0,0,0,0,0,427
West Virginia,2020,Marijuana Trafficking,1,4,5,0.2,0.8,427
West Virginia,2021,Marijuana Possession,0,0,0,0,0,419
West Virginia,2021,Marijuana Trafficking,3,1,4,0.75,0.25,419
West Virginia,2022,Marijuana Possession,0,0,0,0,0,536
West Virginia,2022,Marijuana Trafficking,1,0,1,1,0,536
West Virginia,2023,Marijuana Possession,0,0,0,0,0,473
West Virginia,2023,Marijuana Trafficking,0,2,2,0,1,473
West Virginia,2024,Marijuana Possession,0,0,0,0,0,516
West Virginia,2024,Marijuana Trafficking,0,0,0,0,0,516
Wisconsin,2014,Marijuana Possession,0,0,0,0,0,502
Wisconsin,2014,Marijuana Trafficking,9,13,22,0.409090909090909,0.590909090909091,502
Wisconsin,2015,Marijuana Possession,0,1,1,0,1,376
Wisconsin,2015,Marijuana Trafficking,10,10,20,0.5,0.5,376
Wisconsin,2016,Marijuana Possession,0,0,0,0,0,350
Wisconsin,2016,Marijuana Trafficking,13,12,23,0.565217391304348,0.521739130434783,350
Wisconsin,2017,Marijuana Possession,0,0,0,0,0,323
Wisconsin,2017,Marijuana Trafficking,2,4,5,0.4,0.8,323
Wisconsin,2018,Marijuana Possession,0,0,0,0,0,323
Wisconsin,2018,Marijuana Trafficking,2,4,6,0.333333333333333,0.666666666666667,323
Wisconsin,2019,Marijuana Possession,0,0,0,0,0,369
Wisconsin,2019,Marijuana Trafficking,2,2,4,0.5,0.5,369
Wisconsin,2020,Marijuana Possession,0,0,0,0,0,335
Wisconsin,2020,Marijuana Trafficking,2,3,5,0.4,0.6,335
Wisconsin,2021,Marijuana Possession,0,0,0,0,0,324
Wisconsin,2021,Marijuana Trafficking,1,5,6,0.166666666666667,0.833333333333333,324
Wisconsin,2022,Marijuana Possession,0,0,0,0,0,382
Wisconsin,2022,Marijuana Trafficking,1,16,17,0.0588235294117647,0.941176470588235,382
Wisconsin,2023,Marijuana Possession,0,0,0,0,0,387
Wisconsin,2023,Marijuana Trafficking,0,4,4,0,1,387
Wisconsin,2024,Marijuana Possession,0,0,0,0,0,327
Wisconsin,2024,Marijuana Trafficking,0,1,1,0,1,327
Wyoming,2014,Marijuana Possession,8,1,9,0.888888888888889,0.111111111111111,276
Wyoming,2014,Marijuana Trafficking,0,3,3,0,1,276
Wyoming,2015,Marijuana Possession,7,1,9,0.777777777777778,0.111111111111111,246
Wyoming,2015,Marijuana Trafficking,0,2,2,0,1,246
Wyoming,2016,Marijuana Possession,1,0,2,0.5,0,190
Wyoming,2016,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,190
Wyoming,2017,Marijuana Possession,1,0,2,0.5,0,195
Wyoming,2017,Marijuana Trafficking,0,2,2,0,1,195
Wyoming,2018,Marijuana Possession,2,0,2,1,0,184
Wyoming,2018,Marijuana Trafficking,0,3,3,0,1,184
Wyoming,2019,Marijuana Possession,0,0,0,0,0,140
Wyoming,2019,Marijuana Trafficking,0,2,2,0,1,140
Wyoming,2020,Marijuana Possession,0,0,0,0,0,135
Wyoming,2020,Marijuana Trafficking,0,0,0,0,0,135
Wyoming,2021,Marijuana Possession,0,0,0,0,0,155
Wyoming,2021,Marijuana Trafficking,0,1,1,0,1,155
Wyoming,2022,Marijuana Possession,0,0,0,0,0,118
Wyoming,2022,Marijuana Trafficking,0,1,1,0,1,118
Wyoming,2023,Marijuana Possession,0,0,0,0,0,126
Wyoming,2023,Marijuana Trafficking,0,0,0,0,0,126
Wyoming,2024,Marijuana Possession,0,0,0,0,0,154
Wyoming,2024,Marijuana Trafficking,0,0,0,0,0,154
